"x0, y0, z0","x1, y1, z1","x2, y2, z2","x3, y3, z3","x4, y4, z4","x5, y5, z5","x6, y6, z6","x7, y7, z7","x8, y8, z8","x9, y9, z9","x10, y10, z10","x11, y11, z11","x12, y12, z12","x13, y13, z13","x14, y14, z14","x15, y15, z15","x16, y16, z16","x17, y17, z17","x18, y18, z18","x19, y19, z19","x20, y20, z20"
"[0.7278966903686523, 0.6363627314567566, 5.896903871871473e-07]","[0.6648972034454346, 0.6172763109207153, -0.03089788183569908]","[0.6134143471717834, 0.5706353187561035, -0.05123862251639366]","[0.5672408938407898, 0.5328370332717896, -0.06969558447599411]","[0.5224502086639404, 0.5125773549079895, -0.08828755468130112]","[0.6660353541374207, 0.41961610317230225, -0.024746442213654518]","[0.6533457636833191, 0.34810948371887207, -0.04336598515510559]","[0.6484308242797852, 0.30785226821899414, -0.06023706495761871]","[0.6466785073280334, 0.2789827287197113, -0.07241200655698776]","[0.711202085018158, 0.40279465913772583, -0.02795903943479061]","[0.7134577035903931, 0.3012019395828247, -0.04118150845170021]","[0.7188246250152588, 0.23445358872413635, -0.05530373379588127]","[0.7275859713554382, 0.18080803751945496, -0.06661351025104523]","[0.7524032592773438, 0.415539026260376, -0.036059632897377014]","[0.7750937342643738, 0.33123335242271423, -0.056092649698257446]","[0.7897489070892334, 0.2760409712791443, -0.07443826645612717]","[0.8018369674682617, 0.2281167358160019, -0.08751747757196426]","[0.7879060506820679, 0.44925233721733093, -0.046671535819768906]","[0.8269361257553101, 0.3969495892524719, -0.06836005300283432]","[0.8534594774246216, 0.3612906336784363, -0.08016307651996613]","[0.8759728074073792, 0.32676783204078674, -0.08779396116733551]"
"[0.7334615588188171, 0.6400887370109558, 5.35999390649522e-07]","[0.6679410934448242, 0.6173375248908997, -0.02982235513627529]","[0.6146316528320312, 0.569735050201416, -0.04954895004630089]","[0.5646917819976807, 0.5366486310958862, -0.0678090751171112]","[0.5160738825798035, 0.5201696753501892, -0.08739365637302399]","[0.6707742810249329, 0.42397603392601013, -0.02845010720193386]","[0.654088020324707, 0.3451840877532959, -0.047833021730184555]","[0.6483168601989746, 0.2957780957221985, -0.06532599776983261]","[0.6453453898429871, 0.253915399312973, -0.07894730567932129]","[0.7152885794639587, 0.4052104353904724, -0.03290082514286041]","[0.7168356776237488, 0.2974521219730377, -0.048813823610544205]","[0.7208770513534546, 0.22727897763252258, -0.06543422490358353]","[0.7270695567131042, 0.1695234179496765, -0.07897284626960754]","[0.7560605406761169, 0.4163242280483246, -0.04157126322388649]","[0.7797132134437561, 0.32069769501686096, -0.06491048634052277]","[0.7952220439910889, 0.2606206238269806, -0.08613167703151703]","[0.8079498410224915, 0.20684483647346497, -0.10147368907928467]","[0.7917534708976746, 0.450070321559906, -0.05233487859368324]","[0.8346763849258423, 0.3952212333679199, -0.07761447876691818]","[0.8641199469566345, 0.35786521434783936, -0.0917169451713562]","[0.8886555433273315, 0.3204632103443146, -0.10130275785923004]"
"[0.739188015460968, 0.6470588445663452, 5.358454586712469e-07]","[0.6722142696380615, 0.6203506588935852, -0.03160484507679939]","[0.6159775853157043, 0.567892849445343, -0.051661163568496704]","[0.5633832216262817, 0.5299666523933411, -0.06989017874002457]","[0.5136585235595703, 0.5147346258163452, -0.08943315595388412]","[0.6750065088272095, 0.42386284470558167, -0.03351696953177452]","[0.6562964916229248, 0.3321722745895386, -0.05496435612440109]","[0.6490203142166138, 0.27263301610946655, -0.07293853908777237]","[0.646642804145813, 0.2227630764245987, -0.0867483913898468]","[0.7188677191734314, 0.40746355056762695, -0.036897920072078705]","[0.7186429500579834, 0.2965136766433716, -0.05509760230779648]","[0.7209407091140747, 0.225662499666214, -0.07169900834560394]","[0.725929319858551, 0.16768166422843933, -0.08496114611625671]","[0.7596705555915833, 0.417123407125473, -0.044437237083911896]","[0.7779203653335571, 0.31422755122184753, -0.06860659271478653]","[0.7900838851928711, 0.24918881058692932, -0.08858487755060196]","[0.8005849123001099, 0.19219137728214264, -0.10292761772871017]","[0.7961457967758179, 0.44812265038490295, -0.05436334013938904]","[0.8360345363616943, 0.38797158002853394, -0.07934018969535828]","[0.8635959625244141, 0.3458085358142853, -0.09314629435539246]","[0.8869728446006775, 0.3048657178878784, -0.10245885699987411]"
"[0.751396119594574, 0.6496789455413818, 3.4275029747732333e-07]","[0.6904294490814209, 0.621025562286377, -0.02840527705848217]","[0.6394115090370178, 0.5542855262756348, -0.04459645226597786]","[0.599255383014679, 0.49677133560180664, -0.05914807319641113]","[0.5580023527145386, 0.46452805399894714, -0.07444645464420319]","[0.6750698089599609, 0.42827481031417847, -0.025232549756765366]","[0.6539342403411865, 0.3354853689670563, -0.047201238572597504]","[0.6442506313323975, 0.2778517007827759, -0.06622534990310669]","[0.639737606048584, 0.22683444619178772, -0.0806233137845993]","[0.7133772373199463, 0.4107704162597656, -0.02941831201314926]","[0.7087317109107971, 0.30030912160873413, -0.04712103679776192]","[0.7063908576965332, 0.2316913604736328, -0.06353671848773956]","[0.7066893577575684, 0.17309507727622986, -0.07686208933591843]","[0.7499048709869385, 0.4169202148914337, -0.03789227828383446]","[0.7575926780700684, 0.31463849544525146, -0.05553624406456947]","[0.7616090774536133, 0.24786214530467987, -0.06891681253910065]","[0.7647851705551147, 0.188982754945755, -0.08007755130529404]","[0.784687876701355, 0.4419650137424469, -0.04939470440149307]","[0.7987304329872131, 0.37012964487075806, -0.06408382952213287]","[0.8066694736480713, 0.31976282596588135, -0.07048888504505157]","[0.8124707937240601, 0.27172333002090454, -0.07642583549022675]"
"[0.761926531791687, 0.6467716693878174, 2.825774743087095e-07]","[0.6973133087158203, 0.6190491914749146, -0.021067436784505844]","[0.6523611545562744, 0.5460003614425659, -0.026214929297566414]","[0.6235018372535706, 0.47986680269241333, -0.031138187274336815]","[0.5924415588378906, 0.44119060039520264, -0.03566082566976547]","[0.6726389527320862, 0.430751234292984, 0.004471584688872099]","[0.6541955471038818, 0.3450084626674652, -0.007741013541817665]","[0.6468360424041748, 0.292460560798645, -0.022700782865285873]","[0.6443002223968506, 0.24517503380775452, -0.034967631101608276]","[0.709862232208252, 0.41228270530700684, 0.0007547626155428588]","[0.6979554891586304, 0.3152332901954651, -0.008003363385796547]","[0.6943340301513672, 0.25594255328178406, -0.022421037778258324]","[0.6934624314308167, 0.20428764820098877, -0.034593965858221054]","[0.7438321113586426, 0.41611337661743164, -0.00810546986758709]","[0.7411262392997742, 0.32635051012039185, -0.01904434897005558]","[0.73838210105896, 0.269636332988739, -0.03045274131000042]","[0.736346960067749, 0.21921052038669586, -0.04048056900501251]","[0.7789090275764465, 0.4363930821418762, -0.019980046898126602]","[0.7803226709365845, 0.37177813053131104, -0.030140547081828117]","[0.778591513633728, 0.32791346311569214, -0.035180334001779556]","[0.7761697769165039, 0.28453683853149414, -0.04021703824400902]"
"[0.7692621350288391, 0.6440098285675049, 1.8746912644473923e-07]","[0.7110835909843445, 0.6050655841827393, -0.016061702743172646]","[0.6812759041786194, 0.5457664132118225, -0.019637620076537132]","[0.6726020574569702, 0.4820469319820404, -0.023792076855897903]","[0.6651345491409302, 0.43625667691230774, -0.026096181944012642]","[0.6718946099281311, 0.44019195437431335, 0.02646447718143463]","[0.6566217541694641, 0.3713652491569519, 0.02449846640229225]","[0.6506829261779785, 0.33367279171943665, 0.011052639223635197]","[0.6460678577423096, 0.2956608533859253, -0.002419528551399708]","[0.7083871364593506, 0.42063555121421814, 0.02336391620337963]","[0.6936708092689514, 0.34121090173721313, 0.025455504655838013]","[0.6877134442329407, 0.30008041858673096, 0.011517565697431564]","[0.6809159517288208, 0.25828421115875244, -0.0029420279897749424]","[0.7393608093261719, 0.4211837947368622, 0.015136758796870708]","[0.7321579456329346, 0.3466596007347107, 0.01507748756557703]","[0.7244876027107239, 0.3030240535736084, 0.00813549105077982]","[0.7189772129058838, 0.2643558382987976, -0.0011442245449870825]","[0.7781156897544861, 0.4383719265460968, 0.003521994687616825]","[0.7716220617294312, 0.37724730372428894, 0.0038612508215010166]","[0.7645732760429382, 0.3399738073348999, 0.004660940729081631]","[0.7564157843589783, 0.3036811649799347, 0.0020142386201769114]"
"[0.7810094952583313, 0.6479649543762207, 1.391588426713497e-07]","[0.7214760780334473, 0.6011210083961487, -0.013845236971974373]","[0.6872178316116333, 0.5283629298210144, -0.013468192890286446]","[0.6729303598403931, 0.4560926854610443, -0.015076665207743645]","[0.6603132486343384, 0.3937816917896271, -0.014797037467360497]","[0.6856062412261963, 0.45831480622291565, 0.041049253195524216]","[0.6670265793800354, 0.4028678238391876, 0.03695341944694519]","[0.6621264219284058, 0.3705313205718994, 0.02165009267628193]","[0.6598562002182007, 0.3377828001976013, 0.008146489039063454]","[0.7158145904541016, 0.43815183639526367, 0.03864797577261925]","[0.6982550621032715, 0.3712901175022125, 0.038878023624420166]","[0.6912354826927185, 0.3329973518848419, 0.022628813982009888]","[0.6857055425643921, 0.2945176959037781, 0.007540121208876371]","[0.7441933155059814, 0.4340478181838989, 0.02992997318506241]","[0.7333433628082275, 0.366066575050354, 0.027084698900580406]","[0.7241432070732117, 0.3232883810997009, 0.018486572429537773]","[0.7175849080085754, 0.2866043448448181, 0.009443659335374832]","[0.7808447480201721, 0.44266781210899353, 0.01805638149380684]","[0.7702733874320984, 0.3874349892139435, 0.016605040058493614]","[0.759979248046875, 0.3532075583934784, 0.016204748302698135]","[0.7486135363578796, 0.3216707110404968, 0.013566830195486546]"
"[0.7844618558883667, 0.6240439414978027, 1.5072048142883432e-07]","[0.7258622646331787, 0.5826944708824158, -0.020457791164517403]","[0.6925989985466003, 0.5154330730438232, -0.02364080213010311]","[0.6775868535041809, 0.44689133763313293, -0.026823317632079124]","[0.6648619771003723, 0.3903649151325226, -0.02748682163655758]","[0.687920093536377, 0.44852399826049805, 0.028630347922444344]","[0.672296404838562, 0.3968243896961212, 0.018378878012299538]","[0.6708958148956299, 0.37419983744621277, -0.00040194508619606495]","[0.6725535988807678, 0.3571458160877228, -0.014947273768484592]","[0.7229300737380981, 0.4295341968536377, 0.030190646648406982]","[0.7053762674331665, 0.36925870180130005, 0.023336060345172882]","[0.701127827167511, 0.3419680595397949, 0.0024404667783528566]","[0.6957565546035767, 0.31466490030288696, -0.015130025334656239]","[0.7541482448577881, 0.42527133226394653, 0.025490209460258484]","[0.7453873753547668, 0.36443090438842773, 0.015352554619312286]","[0.7401792407035828, 0.3330964744091034, 0.00279685715213418]","[0.7399867177009583, 0.3120144009590149, -0.007031143177300692]","[0.7918034195899963, 0.4301735460758209, 0.017802760004997253]","[0.7854004502296448, 0.3766104578971863, 0.011449320241808891]","[0.7810441255569458, 0.3420643210411072, 0.00736757880076766]","[0.7775437831878662, 0.3103303909301758, 0.00306966295465827]"
"[0.7815354466438293, 0.6098068356513977, 2.85017762280404e-07]","[0.7256549000740051, 0.5822633504867554, -0.02152746357023716]","[0.6821977496147156, 0.5209157466888428, -0.027731364592909813]","[0.6559796333312988, 0.4614278972148895, -0.033388618379831314]","[0.637849748134613, 0.41032901406288147, -0.03719613701105118]","[0.6871265769004822, 0.44608232378959656, 0.009770623408257961]","[0.6670243144035339, 0.3981325328350067, -0.004304372239857912]","[0.6628431677818298, 0.3713817596435547, -0.020111020654439926]","[0.6635808348655701, 0.3484112024307251, -0.030713606625795364]","[0.720411479473114, 0.4199928045272827, 0.010277224704623222]","[0.7034146189689636, 0.35330629348754883, 0.0026163379661738873]","[0.6956483125686646, 0.3139267563819885, -0.008245490491390228]","[0.6900092363357544, 0.2800561487674713, -0.01631544716656208]","[0.7555752992630005, 0.41088929772377014, 0.004869077354669571]","[0.7454408407211304, 0.3379870057106018, -0.006981552112847567]","[0.7411152124404907, 0.2943550944328308, -0.014008698053658009]","[0.7375775575637817, 0.2589552402496338, -0.017980843782424927]","[0.7924665808677673, 0.41523173451423645, -0.003273374168202281]","[0.7918404340744019, 0.35065850615501404, -0.013414910063147545]","[0.7926263809204102, 0.30924728512763977, -0.015489804558455944]","[0.7919766902923584, 0.2720615863800049, -0.01597684994339943]"
"[0.7775763273239136, 0.5995030999183655, 3.2570346775173675e-07]","[0.7177836894989014, 0.5841765999794006, -0.018493130803108215]","[0.6683068871498108, 0.5249000191688538, -0.024548904970288277]","[0.6383565664291382, 0.46766233444213867, -0.02951142005622387]","[0.6166979670524597, 0.42217808961868286, -0.033809248358011246]","[0.6873881816864014, 0.4322112500667572, -0.003189113922417164]","[0.6662237644195557, 0.3765970468521118, -0.015998000279068947]","[0.6593073606491089, 0.3438214659690857, -0.02937246672809124]","[0.6578680872917175, 0.3148306906223297, -0.03920450434088707]","[0.7227594256401062, 0.40635740756988525, -0.005668839905411005]","[0.7074726819992065, 0.3269868493080139, -0.014174959622323513]","[0.7004799842834473, 0.2794633209705353, -0.025296246632933617]","[0.6955106854438782, 0.23995967209339142, -0.03396478295326233]","[0.7596012353897095, 0.39932361245155334, -0.012288305908441544]","[0.7524213790893555, 0.31364530324935913, -0.026442410424351692]","[0.7482550144195557, 0.26173004508018494, -0.03823627904057503]","[0.7437067627906799, 0.21805362403392792, -0.046267446130514145]","[0.7981474995613098, 0.40920960903167725, -0.020433751866221428]","[0.8058263063430786, 0.33966442942619324, -0.03566703572869301]","[0.8115149736404419, 0.29417502880096436, -0.04264276474714279]","[0.8144301772117615, 0.2534174919128418, -0.04675453156232834]"
"[0.7706870436668396, 0.5972054600715637, 3.9196518741846376e-07]","[0.710125207901001, 0.5821929574012756, -0.02470714971423149]","[0.6602476835250854, 0.5244226455688477, -0.03642592206597328]","[0.6254842877388, 0.46985960006713867, -0.04565759375691414]","[0.5960713624954224, 0.42726796865463257, -0.054627664387226105]","[0.689144492149353, 0.4167669713497162, -0.018336445093154907]","[0.6670212149620056, 0.34796983003616333, -0.03467678278684616]","[0.6559688448905945, 0.3067382276058197, -0.04936147481203079]","[0.6497000455856323, 0.2693844437599182, -0.06049509719014168]","[0.7269282341003418, 0.3940916955471039, -0.02068258821964264]","[0.7144619226455688, 0.30443572998046875, -0.033798906952142715]","[0.7072281241416931, 0.2489997297525406, -0.047840666025877]","[0.7009674906730652, 0.20161400735378265, -0.05884946510195732]","[0.7648888230323792, 0.3921002447605133, -0.02679762989282608]","[0.7598801255226135, 0.30091166496276855, -0.044585954397916794]","[0.7553887367248535, 0.24180908501148224, -0.05902586877346039]","[0.7492979764938354, 0.19017407298088074, -0.0693855956196785]","[0.8026526570320129, 0.4074321389198303, -0.03463687375187874]","[0.8126238584518433, 0.33351796865463257, -0.05271995812654495]","[0.8192068338394165, 0.2850261330604553, -0.061559535562992096]","[0.8223674893379211, 0.24106484651565552, -0.0673549473285675]"
"[0.07801107317209244, 0.5810935497283936, 4.6653053686895873e-07]","[0.12636961042881012, 0.5901822447776794, -0.031219232827425003]","[0.1748475432395935, 0.5662647485733032, -0.0457586944103241]","[0.21300671994686127, 0.5374327301979065, -0.05679095908999443]","[0.2452060580253601, 0.5203782916069031, -0.06740744411945343]","[0.16610755026340485, 0.4575156569480896, -0.030644847080111504]","[0.19983315467834473, 0.4055784046649933, -0.04981401190161705]","[0.22158928215503693, 0.3709057569503784, -0.06489954888820648]","[0.2380826473236084, 0.3417166471481323, -0.07536312937736511]","[0.13493293523788452, 0.4294779300689697, -0.027675865218043327]","[0.15917286276817322, 0.3625296950340271, -0.045111220329999924]","[0.17442715167999268, 0.317565381526947, -0.05913953110575676]","[0.1856761872768402, 0.2803006172180176, -0.06860911101102829]","[0.10168832540512085, 0.4203648269176483, -0.028028056025505066]","[0.11815998703241348, 0.3510739505290985, -0.045741114765405655]","[0.12786008417606354, 0.30628788471221924, -0.05834179371595383]","[0.13597652316093445, 0.2692253887653351, -0.06586702913045883]","[0.06760863214731216, 0.42862358689308167, -0.030950799584388733]","[0.06955455988645554, 0.3702319860458374, -0.04815531149506569]","[0.07048435509204865, 0.33173948526382446, -0.05653930827975273]","[0.07300341874361038, 0.29667890071868896, -0.060783933848142624]"
